ObjectType	Schema	Name	Col/ParamName	Order	DataType	MaxLength	NumericPrecision	NumericScale	DateTimePrecision	IsNullable	DefaultValue	ParameterMode	RoutineDefinition
Table	landing	CreditNote	AppliedAmount	23	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	CreditNote	Payments	24	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	CreditNote	BrandingThemeID	25	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	CreditNote	StatusAttributeString	26	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	CreditNote	HasAttachments	27	bit	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	CreditNote	HasErrors	28	bit	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	CreditNote	ValidationErrors	29	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	CreditNote	Warnings	30	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	CreditNote	InvoiceAddresses	31	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	CreditNotes	pagination	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	CreditNotes	Warnings	2	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	CreditNotes	CreditNotes	3	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Currencies	Currencies	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Currency	Code	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Currency	Description	2	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Element	ValidationErrors	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Element	BatchPaymentID	2	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Element	BankTransactionID	3	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Element	CreditNoteID	4	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Element	ContactID	5	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Element	InvoiceID	6	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Element	ItemID	7	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Element	PurchaseOrderID	8	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Employee	EmployeeID	1	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Employee	Status	2	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Employee	FirstName	3	nvarchar	255	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Employee	LastName	4	nvarchar	255	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Employee	ExternalLink	5	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Employee	UpdatedDateUTC	6	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Employee	StatusAttributeString	7	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Employee	ValidationErrors	8	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Employees	Employees	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Error	ErrorNumber	1	int	NULL	10	0	NULL	YES	NULL	NULL	NULL
Table	landing	Error	Type	2	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Error	Message	3	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Error	Elements	4	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ExpenseClaim	ExpenseClaimID	1	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ExpenseClaim	Status	2	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ExpenseClaim	Payments	3	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ExpenseClaim	User	4	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ExpenseClaim	Receipts	5	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ExpenseClaim	UpdatedDateUTC	6	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ExpenseClaim	Total	7	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	ExpenseClaim	AmountDue	8	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	ExpenseClaim	AmountPaid	9	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	ExpenseClaim	PaymentDueDate	10	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ExpenseClaim	ReportingDate	11	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ExpenseClaim	ReceiptID	12	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ExpenseClaims	ExpenseClaims	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ExternalLink	LinkType	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ExternalLink	Url	2	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ExternalLink	Description	3	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	HistoryRecord	Details	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	HistoryRecord	Changes	2	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	HistoryRecord	User	3	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	HistoryRecord	DateUTC	4	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	HistoryRecords	HistoryRecords	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ImportSummary	Accounts	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ImportSummary	Organisation	2	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ImportSummaryAccounts	Total	1	int	NULL	10	0	NULL	YES	NULL	NULL	NULL
Table	landing	ImportSummaryAccounts	New	2	int	NULL	10	0	NULL	YES	NULL	NULL	NULL
Table	landing	ImportSummaryAccounts	Updated	3	int	NULL	10	0	NULL	YES	NULL	NULL	NULL
Table	landing	ImportSummaryAccounts	Deleted	4	int	NULL	10	0	NULL	YES	NULL	NULL	NULL
Table	landing	ImportSummaryAccounts	Locked	5	int	NULL	10	0	NULL	YES	NULL	NULL	NULL
Table	landing	ImportSummaryAccounts	System	6	int	NULL	10	0	NULL	YES	NULL	NULL	NULL
Table	landing	ImportSummaryAccounts	Errored	7	int	NULL	10	0	NULL	YES	NULL	NULL	NULL
Table	landing	ImportSummaryAccounts	Present	8	bit	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ImportSummaryAccounts	NewOrUpdated	9	int	NULL	10	0	NULL	YES	NULL	NULL	NULL
Table	landing	ImportSummaryOrganisation	Present	1	bit	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Invoice	Type	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Invoice	Contact	2	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Invoice	LineItems	3	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Invoice	Date	4	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Invoice	DueDate	5	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Invoice	LineAmountTypes	6	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Invoice	InvoiceNumber	7	nvarchar	255	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Invoice	Reference	8	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Invoice	BrandingThemeID	9	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Invoice	Url	10	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Invoice	CurrencyCode	11	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Invoice	CurrencyRate	12	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	Invoice	Status	13	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Invoice	SentToContact	14	bit	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Invoice	ExpectedPaymentDate	15	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Invoice	PlannedPaymentDate	16	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Invoice	CISDeduction	17	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	Invoice	CISRate	18	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	Invoice	SubTotal	19	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	Invoice	TotalTax	20	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	Invoice	Total	21	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	Invoice	TotalDiscount	22	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	Invoice	InvoiceID	23	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Invoice	RepeatingInvoiceID	24	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Invoice	HasAttachments	25	bit	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Invoice	IsDiscounted	26	bit	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Invoice	Payments	27	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Invoice	Prepayments	28	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Invoice	Overpayments	29	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Invoice	AmountDue	30	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	Invoice	AmountPaid	31	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	Invoice	FullyPaidOnDate	32	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Invoice	AmountCredited	33	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	Invoice	UpdatedDateUTC	34	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Invoice	CreditNotes	35	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Invoice	Attachments	36	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Invoice	HasErrors	37	bit	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Invoice	StatusAttributeString	38	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Invoice	ValidationErrors	39	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Invoice	Warnings	40	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Invoice	InvoiceAddresses	41	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	InvoiceAddress	InvoiceAddressType	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	InvoiceAddress	AddressLine1	2	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	InvoiceAddress	AddressLine2	3	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	InvoiceAddress	AddressLine3	4	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	InvoiceAddress	AddressLine4	5	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	InvoiceAddress	City	6	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	InvoiceAddress	Region	7	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	InvoiceAddress	PostalCode	8	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	InvoiceAddress	Country	9	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	InvoiceReminder	Enabled	1	bit	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	InvoiceReminders	InvoiceReminders	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Invoices	pagination	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Invoices	Warnings	2	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Invoices	Invoices	3	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Item	Code	1	nvarchar	30	NULL	NULL	NULL	NO	NULL	NULL	NULL
Table	landing	Item	InventoryAssetAccountCode	2	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Item	Name	3	nvarchar	50	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Item	IsSold	4	bit	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Item	IsPurchased	5	bit	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Item	Description	6	nvarchar	4000	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Item	PurchaseDescription	7	nvarchar	4000	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Item	PurchaseDetails	8	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Item	SalesDetails	9	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Item	IsTrackedAsInventory	10	bit	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Item	TotalCostPool	11	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	Item	QuantityOnHand	12	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	Item	UpdatedDateUTC	13	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Item	ItemID	14	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Item	StatusAttributeString	15	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Item	ValidationErrors	16	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Items	Items	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Journal	JournalID	1	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Journal	JournalDate	2	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Journal	JournalNumber	3	int	NULL	10	0	NULL	YES	NULL	NULL	NULL
Table	landing	Journal	CreatedDateUTC	4	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Journal	Reference	5	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Journal	SourceID	6	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Journal	SourceType	7	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Journal	JournalLines	8	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	JournalLine	JournalLineID	1	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	JournalLine	AccountID	2	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	JournalLine	AccountCode	3	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	JournalLine	AccountType	4	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	JournalLine	AccountName	5	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	JournalLine	Description	6	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	JournalLine	NetAmount	7	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	JournalLine	GrossAmount	8	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	JournalLine	TaxAmount	9	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	JournalLine	TaxType	10	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	JournalLine	TaxName	11	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	JournalLine	TrackingCategories	12	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Journals	Warnings	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Journals	Journals	2	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	LineItem	LineItemID	1	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	LineItem	Description	2	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	LineItem	Quantity	3	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	LineItem	UnitAmount	4	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	LineItem	ItemCode	5	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	LineItem	AccountCode	6	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	LineItem	AccountID	7	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	LineItem	TaxType	8	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	LineItem	TaxAmount	9	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	LineItem	Item	10	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	LineItem	LineAmount	11	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	LineItem	Tracking	12	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	LineItem	DiscountRate	13	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	LineItem	DiscountAmount	14	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	LineItem	RepeatingInvoiceID	15	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	LineItem	Taxability	16	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	LineItem	SalesTaxCodeId	17	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	LineItem	TaxBreakdown	18	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	LineItemTracking	TrackingCategoryID	1	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	LineItemTracking	TrackingOptionID	2	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	LineItemTracking	Name	3	nvarchar	100	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	LineItemTracking	Option	4	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	LinkedTransaction	SourceTransactionID	1	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	LinkedTransaction	SourceLineItemID	2	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	LinkedTransaction	ContactID	3	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	LinkedTransaction	TargetTransactionID	4	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	LinkedTransaction	TargetLineItemID	5	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	LinkedTransaction	LinkedTransactionID	6	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	LinkedTransaction	Status	7	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	LinkedTransaction	Type	8	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	LinkedTransaction	UpdatedDateUTC	9	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	LinkedTransaction	SourceTransactionTypeCode	10	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	LinkedTransaction	ValidationErrors	11	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	LinkedTransactions	LinkedTransactions	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ManualJournal	Narration	1	nvarchar	-1	NULL	NULL	NULL	NO	NULL	NULL	NULL
Table	landing	ManualJournal	JournalLines	2	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ManualJournal	Date	3	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ManualJournal	LineAmountTypes	4	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ManualJournal	Status	5	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ManualJournal	Url	6	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ManualJournal	ShowOnCashBasisReports	7	bit	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ManualJournal	HasAttachments	8	bit	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ManualJournal	UpdatedDateUTC	9	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ManualJournal	ManualJournalID	10	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ManualJournal	StatusAttributeString	11	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ManualJournal	Warnings	12	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ManualJournal	ValidationErrors	13	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ManualJournal	Attachments	14	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ManualJournalLine	LineAmount	1	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	ManualJournalLine	AccountCode	2	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ManualJournalLine	AccountID	3	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ManualJournalLine	Description	4	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ManualJournalLine	TaxType	5	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ManualJournalLine	Tracking	6	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ManualJournalLine	TaxAmount	7	decimal	NULL	19	4	NULL	YES	NULL	NULL	NULL
Table	landing	ManualJournalLine	IsBlank	8	bit	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ManualJournals	pagination	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ManualJournals	Warnings	2	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	ManualJournals	ManualJournals	3	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	OnlineInvoice	OnlineInvoiceUrl	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	OnlineInvoices	OnlineInvoices	1	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Organisation	OrganisationID	1	uniqueidentifier	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Organisation	APIKey	2	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Organisation	Name	3	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Organisation	LegalName	4	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Organisation	PaysTax	5	bit	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Organisation	Version	6	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Organisation	OrganisationType	7	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Organisation	BaseCurrency	8	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Organisation	CountryCode	9	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Organisation	IsDemoCompany	10	bit	NULL	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Organisation	OrganisationStatus	11	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Organisation	RegistrationNumber	12	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Organisation	EmployerIdentificationNumber	13	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Organisation	TaxNumber	14	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Organisation	FinancialYearEndDay	15	int	NULL	10	0	NULL	YES	NULL	NULL	NULL
Table	landing	Organisation	FinancialYearEndMonth	16	int	NULL	10	0	NULL	YES	NULL	NULL	NULL
Table	landing	Organisation	SalesTaxBasis	17	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Organisation	SalesTaxPeriod	18	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Organisation	DefaultSalesTax	19	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Organisation	DefaultPurchasesTax	20	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Organisation	PeriodLockDate	21	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Organisation	EndOfYearLockDate	22	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Organisation	CreatedDateUTC	23	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
Table	landing	Organisation	Timezone	24	nvarchar	-1	NULL	NULL	NULL	YES	NULL	NULL	NULL
